rxn,p(gender),p(genotype),p(diet),"p(gender,genotype)","p(gender,diet)","p(genotype,diet)","p(gender,genotype,diet)"
EX_glc__D_e_b,0.2325569806033025,0.6867108682606142,0.5226691292146808,0.6867108682606142,0.15726733391116432,0.522669129214683,0.522669129214683
EX_glc__D_e_f,0.2325569806033025,0.6867108682606142,0.5226691292146808,0.6867108682606142,0.15726733391116432,0.522669129214683,0.522669129214683
EX_glcur_e_b,0.3272868812797856,0.3272868812797856,0.3826967066770909,0.3272868812797871,0.38269670667709144,0.38269670667709144,0.38269670667709255
EX_glcur_e_f,0.3272868812797856,0.3272868812797856,0.3826967066770909,0.3272868812797871,0.38269670667709144,0.38269670667709144,0.38269670667709255
EX_gln__L_e_b,0.029839713559400394,0.25958128481470527,0.7197958201909995,0.2595812848147059,0.7197958201909995,0.11857920715939739,0.11857920715939739
EX_gln__L_e_f,0.029839713559400394,0.25958128481470527,0.7197958201909995,0.2595812848147059,0.7197958201909995,0.11857920715939739,0.11857920715939739
EX_glnasngln_e_b,0.7656216422080331,0.3747030894298671,0.6989084222869928,0.3747030894298654,0.6989084222869888,0.3519956280141369,1.0
EX_glnasngln_e_f,0.7656216422080331,0.3747030894298671,0.6989084222869928,0.3747030894298654,0.6989084222869888,0.3519956280141369,1.0
EX_glnhishis_e_b,0.7656216422080331,0.3747030894298671,0.6989084222869928,0.3747030894298654,0.6989084222869888,0.3519956280141369,1.0
EX_glnhishis_e_f,0.7656216422080331,0.3747030894298671,0.6989084222869928,0.3747030894298654,0.6989084222869888,0.3519956280141369,1.0
EX_glnhislys_e_b,1.0,0.2180480214884384,0.5064426832333632,0.218048021488438,0.7435558850453057,0.29104172847301646,0.9052124297906332
EX_glnhislys_e_f,1.0,0.2180480214884384,0.5064426832333632,0.218048021488438,0.7435558850453057,0.29104172847301646,0.9052124297906332
EX_glnlyslys_e_b,0.7656216422080331,0.3747030894298671,0.6989084222869928,0.3747030894298654,0.6989084222869888,0.3519956280141369,1.0
EX_glnlyslys_e_f,0.7656216422080331,0.3747030894298671,0.6989084222869928,0.3747030894298654,0.6989084222869888,0.3519956280141369,1.0
EX_glnlystrp_e_b,0.7656216422080331,0.3747030894298671,0.6989084222869928,0.3747030894298654,0.6989084222869888,0.3519956280141369,1.0
EX_glnlystrp_e_f,0.7656216422080331,0.3747030894298671,0.6989084222869928,0.3747030894298654,0.6989084222869888,0.3519956280141369,1.0
EX_glnproglu_e_b,0.7656216422080331,0.3747030894298671,0.6989084222869928,0.3747030894298654,0.6989084222869888,0.3519956280141369,1.0
EX_glnproglu_e_f,0.7656216422080331,0.3747030894298671,0.6989084222869928,0.3747030894298654,0.6989084222869888,0.3519956280141369,1.0
EX_glntrpglu_e_b,0.7656216422080331,0.3747030894298671,0.6989084222869928,0.3747030894298654,0.6989084222869888,0.3519956280141369,1.0
EX_glntrpglu_e_f,0.7656216422080331,0.3747030894298671,0.6989084222869928,0.3747030894298654,0.6989084222869888,0.3519956280141369,1.0
EX_glntyrleu_e_b,0.5330689974969008,0.5330689974969008,0.5064426832333646,0.218048021488438,0.905212429790632,0.17139468473440592,0.905212429790632
EX_glntyrleu_e_f,0.5330689974969008,0.5330689974969008,0.5064426832333646,0.218048021488438,0.905212429790632,0.17139468473440592,0.905212429790632
EX_glu__L_e_b,0.6867108682606142,0.6867108682606142,0.04636546017878198,0.6867108682606142,0.3284466689532126,0.3284466689532126,0.13644664093389378
EX_glu__L_e_f,0.6867108682606142,0.6867108682606142,0.04636546017878198,0.6867108682606142,0.3284466689532126,0.3284466689532126,0.13644664093389378
EX_gluala_e_b,0.07091972696277471,0.2680388734231275,0.382696706677092,0.7087792971610323,0.17786505113383677,0.06871947673600017,0.3826967066770892
EX_gluala_e_f,0.07091972696277471,0.2680388734231275,0.382696706677092,0.7087792971610323,0.17786505113383677,0.06871947673600017,0.3826967066770892
EX_gluargleu_e_b,0.5330689974969008,0.2180480214884384,0.9052124297906332,0.5330689974969008,0.5064426832333596,0.17139468473440592,0.905212429790632
EX_gluargleu_e_f,0.5330689974969008,0.2180480214884384,0.9052124297906332,0.5330689974969008,0.5064426832333596,0.17139468473440592,0.905212429790632
EX_gluasnleu_e_b,0.7656216422080331,0.3747030894298671,0.6989084222869928,0.3747030894298654,0.6989084222869888,0.3519956280141369,1.0
EX_gluasnleu_e_f,0.7656216422080331,0.3747030894298671,0.6989084222869928,0.3747030894298654,0.6989084222869888,0.3519956280141369,1.0
EX_gluglu_e_b,0.7656216422080331,0.3747030894298671,0.6989084222869928,0.3747030894298654,0.6989084222869888,0.3519956280141369,1.0
EX_gluglu_e_f,0.7656216422080331,0.3747030894298671,0.6989084222869928,0.3747030894298654,0.6989084222869888,0.3519956280141369,1.0
EX_gluilelys_e_b,0.7656216422080331,0.3747030894298671,0.6989084222869928,0.3747030894298654,0.6989084222869888,0.3519956280141369,1.0
EX_gluilelys_e_f,0.7656216422080331,0.3747030894298671,0.6989084222869928,0.3747030894298654,0.6989084222869888,0.3519956280141369,1.0
EX_gluleu_e_b,0.7656216422080331,0.3747030894298671,0.6989084222869928,0.3747030894298654,0.6989084222869888,0.3519956280141369,1.0
EX_gluleu_e_f,0.7656216422080331,0.3747030894298671,0.6989084222869928,0.3747030894298654,0.6989084222869888,0.3519956280141369,1.0
EX_glumet_e_b,1.0,0.5521500811480606,0.5379099421896116,0.5521500811480606,0.7636281902696458,0.3239449004437704,0.9134136194496457
EX_glumet_e_f,1.0,0.5521500811480606,0.5379099421896116,0.5521500811480606,0.7636281902696458,0.3239449004437704,0.9134136194496457
EX_glumethis_e_b,0.7656216422080331,0.3747030894298671,0.6989084222869928,0.3747030894298654,0.6989084222869888,0.3519956280141369,1.0
EX_glumethis_e_f,0.7656216422080331,0.3747030894298671,0.6989084222869928,0.3747030894298654,0.6989084222869888,0.3519956280141369,1.0
EX_gluthr_e_b,0.7656216422080331,0.3747030894298671,0.6989084222869928,0.3747030894298654,0.6989084222869888,0.3519956280141369,1.0
EX_gluthr_e_f,0.7656216422080331,0.3747030894298671,0.6989084222869928,0.3747030894298654,0.6989084222869888,0.3519956280141369,1.0
EX_gluthrlys_e_b,0.7656216422080331,0.3747030894298671,0.6989084222869928,0.3747030894298654,0.6989084222869888,0.3519956280141369,1.0
EX_gluthrlys_e_f,0.7656216422080331,0.3747030894298671,0.6989084222869928,0.3747030894298654,0.6989084222869888,0.3519956280141369,1.0
EX_glutrpala_e_b,0.7656216422080331,0.3747030894298671,0.6989084222869928,0.3747030894298654,0.6989084222869888,0.3519956280141369,1.0
EX_glutrpala_e_f,0.7656216422080331,0.3747030894298671,0.6989084222869928,0.3747030894298654,0.6989084222869888,0.3519956280141369,1.0
EX_glx_e_b,0.3272868812797856,0.32728688127978633,0.38269670667709144,0.3272868812797856,0.38269670667708977,0.3826967066770909,0.38269670667708977
EX_glx_e_f,0.3272868812797856,0.32728688127978633,0.38269670667709144,0.3272868812797856,0.38269670667708977,0.3826967066770909,0.38269670667708977
EX_glyc_e_b,0.09609990712790022,0.569079995167592,0.382696706677092,0.5690799951675936,0.382696706677087,0.7197958201909995,0.7197958201910005
EX_glyc_e_f,0.09609990712790022,0.569079995167592,0.382696706677092,0.5690799951675936,0.382696706677087,0.7197958201909995,0.7197958201910005
EX_glyc3p_e_b,0.17014155327370228,0.17014155327370137,0.6127097573297671,0.17014155327370137,0.6127097573297671,0.6127097573297687,0.6127097573297687
EX_glyc3p_e_f,0.17014155327370228,0.17014155327370137,0.6127097573297671,0.17014155327370137,0.6127097573297671,0.6127097573297687,0.6127097573297687
EX_glygly_e_b,0.08626904631755257,0.08626904631755242,1.0,0.37997591288225063,0.4609515893982932,0.46095158939829584,0.4609515893982971
EX_glygly_e_f,0.08626904631755257,0.08626904631755242,1.0,0.37997591288225063,0.4609515893982932,0.46095158939829584,0.4609515893982971
EX_glygn4_e_b,0.170141553273702,1.0,0.8830676703721712,0.4863098499127342,0.8830676703721712,0.34117971936370656,0.2178395951405854
EX_glygn4_e_f,0.170141553273702,1.0,0.8830676703721712,0.4863098499127342,0.8830676703721712,0.34117971936370656,0.2178395951405854
EX_glygn5_e_b,0.170141553273702,1.0,0.8830676703721712,0.4863098499127342,0.8830676703721712,0.34117971936370656,0.2178395951405854
EX_glygn5_e_f,0.170141553273702,1.0,0.8830676703721712,0.4863098499127342,0.8830676703721712,0.34117971936370656,0.2178395951405854
EX_glyhisasn_e_b,0.7656216422080331,0.3747030894298671,0.6989084222869928,0.3747030894298654,0.6989084222869888,0.3519956280141369,1.0
EX_glyhisasn_e_f,0.7656216422080331,0.3747030894298671,0.6989084222869928,0.3747030894298654,0.6989084222869888,0.3519956280141369,1.0
EX_glyhislys_e_b,0.5330689974969008,0.5330689974969008,0.5064426832333646,0.218048021488438,0.905212429790632,0.17139468473440592,0.905212429790632
EX_glyhislys_e_f,0.5330689974969008,0.5330689974969008,0.5064426832333646,0.218048021488438,0.905212429790632,0.17139468473440592,0.905212429790632
EX_glyleu_e_b,0.3272868812797856,0.3272868812797856,0.38269670667708755,0.32728688127978633,0.38269670667708866,0.3826967066770909,0.38269670667709144
EX_glyleu_e_f,0.3272868812797856,0.3272868812797856,0.38269670667708755,0.32728688127978633,0.38269670667708866,0.3826967066770909,0.38269670667709144
EX_glylyscys_e_b,1.0,0.5690799951675936,0.9203094432489956,0.5690799951675936,0.7808037458582777,0.5657525728113453,0.9203094432489943
EX_glylyscys_e_f,1.0,0.5690799951675936,0.9203094432489956,0.5690799951675936,0.7808037458582777,0.5657525728113453,0.9203094432489943
EX_glylysphe_e_b,0.7656216422080331,0.3747030894298671,0.6989084222869928,0.3747030894298654,0.6989084222869888,0.3519956280141369,1.0
EX_glylysphe_e_f,0.7656216422080331,0.3747030894298671,0.6989084222869928,0.3747030894298654,0.6989084222869888,0.3519956280141369,1.0
EX_glyphe_e_b,0.5113437762983999,0.5113437762983972,0.7197958201910005,1.0,0.8952969202475503,0.08219878046926336,0.7197958201909995
EX_glyphe_e_f,0.5113437762983999,0.5113437762983972,0.7197958201910005,1.0,0.8952969202475503,0.08219878046926336,0.7197958201909995
EX_glytyrlys_e_b,0.7656216422080331,0.3747030894298671,0.6989084222869928,0.3747030894298654,0.6989084222869888,0.3519956280141369,1.0
EX_glytyrlys_e_f,0.7656216422080331,0.3747030894298671,0.6989084222869928,0.3747030894298654,0.6989084222869888,0.3519956280141369,1.0
EX_glyvalhis_e_b,0.7656216422080331,0.3747030894298671,0.6989084222869928,0.3747030894298654,0.6989084222869888,0.3519956280141369,1.0
EX_glyvalhis_e_f,0.7656216422080331,0.3747030894298671,0.6989084222869928,0.3747030894298654,0.6989084222869888,0.3519956280141369,1.0
EX_glz_e_b,0.170141553273702,0.170141553273702,0.6127097573297714,0.170141553273702,0.6127097573297704,0.6127097573297671,0.6127097573297662
EX_glz_e_f,0.170141553273702,0.170141553273702,0.6127097573297714,0.170141553273702,0.6127097573297704,0.6127097573297671,0.6127097573297662
EX_gm1_hs_e_b,0.3272868812797856,0.3272868812797856,0.3826967066770909,0.3272868812797856,0.3826967066770909,0.3826967066770909,0.3826967066770909
EX_gm1_hs_e_f,0.3272868812797856,0.3272868812797856,0.3826967066770909,0.3272868812797856,0.3826967066770909,0.3826967066770909,0.3826967066770909
EX_gm2_hs_e_b,1.0,0.170141553273702,0.6127097573297671,1.0,0.24331547469229745,0.6127097573297671,0.24331547469229745
EX_gm2_hs_e_f,1.0,0.170141553273702,0.6127097573297671,1.0,0.24331547469229745,0.6127097573297671,0.24331547469229745
EX_gm3_hs_e_b,0.6216287223139874,0.6216287223139874,0.05635556761622646,0.6216287223139874,0.19522821099709795,0.7808037458582777,0.19522821099709795
EX_gm3_hs_e_f,0.6216287223139874,0.6216287223139874,0.05635556761622646,0.6216287223139874,0.19522821099709795,0.7808037458582777,0.19522821099709795
EX_gsn_e_b,0.3272868812797856,0.32728688127978633,0.3826967066770909,0.32728688127978495,0.3826967066770909,0.3826967066770909,0.3826967066770892
EX_gsn_e_f,0.3272868812797856,0.32728688127978633,0.3826967066770909,0.32728688127978495,0.3826967066770909,0.3826967066770909,0.3826967066770892
EX_gthrd_e_b,0.5113437762983972,0.19494067481237456,0.47066400021985827,1.0,0.8952969202475526,0.8952969202475526,0.7197958201909995
EX_gthrd_e_f,0.5113437762983972,0.19494067481237456,0.47066400021985827,1.0,0.8952969202475526,0.8952969202475526,0.7197958201909995
EX_gum_e_b,1.0,0.5330689974969008,0.6747062460458557,1.0,1.0,0.6747062460458539,1.0
EX_gum_e_f,1.0,0.5330689974969008,0.6747062460458557,1.0,1.0,0.6747062460458539,1.0
EX_gumtchol_e_b,1.0,0.5330689974969008,0.6747062460458557,1.0,1.0,0.6747062460458539,1.0
EX_gumtchol_e_f,1.0,0.5330689974969008,0.6747062460458557,1.0,1.0,0.6747062460458539,1.0
EX_h_e_b,0.3272868812797856,0.32728688127978633,0.3826967066770909,0.32728688127978495,0.3826967066770909,0.38269670667708977,0.38269670667708866
EX_h_e_f,0.3272868812797856,0.32728688127978633,0.3826967066770909,0.32728688127978495,0.3826967066770909,0.38269670667708977,0.38269670667708866
EX_h2co3_e_b,0.3272868812797856,0.3272868812797856,0.11857920715939664,0.7417773240157116,0.38269670667708977,0.3826967066770909,0.8952969202475526
EX_h2co3_e_f,0.3272868812797856,0.3272868812797856,0.11857920715939664,0.7417773240157116,0.38269670667708977,0.3826967066770909,0.8952969202475526
EX_h2o_e_b,0.3272868812797856,0.32728688127978495,0.382696706677087,0.3272868812797856,0.38269670667708977,0.3826967066770909,0.3826967066770931
EX_h2o_e_f,0.3272868812797856,0.32728688127978495,0.382696706677087,0.3272868812797856,0.38269670667708977,0.3826967066770909,0.3826967066770931
EX_h2o2_e_b,1.0,1.0,0.6127097573297645,0.42224704126823653,0.24331547469229708,0.6127097573297671,0.8474530278849755
EX_h2o2_e_f,1.0,1.0,0.6127097573297645,0.42224704126823653,0.24331547469229708,0.6127097573297671,0.8474530278849755
EX_HC00460_e_b,0.569079995167592,0.5690799951675936,0.38269670667708977,0.569079995167592,0.7197958201909995,0.7197958201909995,0.11857920715939682
EX_HC00460_e_f,0.569079995167592,0.5690799951675936,0.38269670667708977,0.569079995167592,0.7197958201909995,0.7197958201909995,0.11857920715939682
EX_HC00822_e_b,0.170141553273702,1.0,0.6127097573297671,1.0,0.6127097573297662,0.24331547469229708,0.24331547469229745
EX_HC00822_e_f,0.170141553273702,1.0,0.6127097573297671,1.0,0.6127097573297662,0.24331547469229708,0.24331547469229745
EX_HC02191_e_b,0.7417773240157116,0.7417773240157116,0.7197958201909995,0.7417773240157116,0.47066400021985894,0.8952969202475526,0.8952969202475526
EX_HC02191_e_f,0.7417773240157116,0.7417773240157116,0.7197958201909995,0.7417773240157116,0.47066400021985894,0.8952969202475526,0.8952969202475526
EX_HC02193_e_b,1.0,1.0,0.6127097573297722,0.17014155327370228,0.24331547469229892,0.24331547469229672,0.6127097573297687
EX_HC02193_e_f,1.0,1.0,0.6127097573297722,0.17014155327370228,0.24331547469229892,0.24331547469229672,0.6127097573297687
EX_HC02194_e_b,0.7087792971610323,0.07091972696277446,0.20141723800042804,0.07091972696277485,0.5722151696507476,0.03167635202407848,0.5722151696507484
EX_HC02194_e_f,0.7087792971610323,0.07091972696277446,0.20141723800042804,0.07091972696277485,0.5722151696507476,0.03167635202407848,0.5722151696507484
EX_HC02195_e_b,0.3522373897969834,0.7545635621678967,0.9052124297906332,0.12693682116044858,0.7435558850453088,0.5064426832333617,0.9052124297906332
EX_HC02195_e_f,0.3522373897969834,0.7545635621678967,0.9052124297906332,0.12693682116044858,0.7435558850453088,0.5064426832333617,0.9052124297906332
EX_HC02196_e_b,0.170141553273702,0.4863098499127342,0.11451983463407019,0.4863098499127342,0.88306767037217,0.11451983463407037,0.21783959514058604
EX_HC02196_e_f,0.170141553273702,0.4863098499127342,0.11451983463407019,0.4863098499127342,0.88306767037217,0.11451983463407037,0.21783959514058604
EX_HC02198_e_b,0.3272868812797856,0.32728688127978495,0.382696706677087,0.3272868812797856,0.38269670667708977,0.3826967066770909,0.3826967066770931
EX_HC02198_e_f,0.3272868812797856,0.32728688127978495,0.382696706677087,0.3272868812797856,0.38269670667708977,0.3826967066770909,0.3826967066770931
EX_HC02203_e_b,0.7545635621678967,0.3522373897969834,0.9052124297906344,0.3522373897969834,0.5064426832333596,0.41985412941175854,0.7435558850453077
EX_HC02203_e_f,0.7545635621678967,0.3522373897969834,0.9052124297906344,0.3522373897969834,0.5064426832333596,0.41985412941175854,0.7435558850453077
EX_hco3_e_b,0.3272868812797856,0.3272868812797856,0.11857920715939664,0.7417773240157116,0.38269670667708977,0.3826967066770909,0.8952969202475526
EX_hco3_e_f,0.3272868812797856,0.3272868812797856,0.11857920715939664,0.7417773240157116,0.38269670667708977,0.3826967066770909,0.8952969202475526
EX_hdca_e_b,0.6867108682606142,0.6867108682606142,0.5226691292146851,0.2325569806033025,0.5226691292146837,0.08999075415449814,1.0
EX_hdca_e_f,0.6867108682606142,0.6867108682606142,0.5226691292146851,0.2325569806033025,0.5226691292146837,0.08999075415449814,1.0
EX_hdcea_e_b,0.6867108682606142,0.6867108682606142,0.5226691292146851,0.2325569806033025,0.5226691292146837,0.08999075415449814,1.0
EX_hdcea_e_f,0.6867108682606142,0.6867108682606142,0.5226691292146851,0.2325569806033025,0.5226691292146837,0.08999075415449814,1.0
EX_hexc_e_b,0.6867108682606142,0.6867108682606142,0.5226691292146851,0.2325569806033025,0.5226691292146837,0.08999075415449814,1.0
EX_hexc_e_f,0.6867108682606142,0.6867108682606142,0.5226691292146851,0.2325569806033025,0.5226691292146837,0.08999075415449814,1.0
EX_hgentis_e_b,0.569079995167592,0.5690799951675936,0.38269670667708977,0.569079995167592,0.7197958201909995,0.7197958201909995,0.11857920715939682
EX_hgentis_e_f,0.569079995167592,0.5690799951675936,0.38269670667708977,0.569079995167592,0.7197958201909995,0.7197958201909995,0.11857920715939682
EX_his__L_e_b,0.4570477844059565,1.0,0.38269670667708866,0.4570477844059565,0.8676095508236162,0.6563271974827499,0.17786505113383788
EX_his__L_e_f,0.4570477844059565,1.0,0.38269670667708866,0.4570477844059565,0.8676095508236162,0.6563271974827499,0.17786505113383788
EX_hisargcys_e_b,0.7656216422080331,0.3747030894298671,0.6989084222869928,0.3747030894298654,0.6989084222869888,0.3519956280141369,1.0
EX_hisargcys_e_f,0.7656216422080331,0.3747030894298671,0.6989084222869928,0.3747030894298654,0.6989084222869888,0.3519956280141369,1.0
EX_hisargser_e_b,0.7656216422080331,0.3747030894298671,0.6989084222869928,0.3747030894298654,0.6989084222869888,0.3519956280141369,1.0
EX_hisargser_e_f,0.7656216422080331,0.3747030894298671,0.6989084222869928,0.3747030894298654,0.6989084222869888,0.3519956280141369,1.0
EX_hisasp_e_b,0.5521500811480606,0.23955537249775483,0.5379099421896116,0.5521500811480606,0.9134136194496445,0.5379099421896101,0.9134136194496457
EX_hisasp_e_f,0.5521500811480606,0.23955537249775483,0.5379099421896116,0.5521500811480606,0.9134136194496445,0.5379099421896101,0.9134136194496457
EX_hiscyscys_e_b,0.7656216422080331,0.3747030894298671,0.6989084222869928,0.3747030894298654,0.6989084222869888,0.3519956280141369,1.0
EX_hiscyscys_e_f,0.7656216422080331,0.3747030894298671,0.6989084222869928,0.3747030894298654,0.6989084222869888,0.3519956280141369,1.0
EX_hisglnala_e_b,0.5330689974969008,0.5330689974969008,0.5064426832333646,0.218048021488438,0.905212429790632,0.17139468473440592,0.905212429790632
EX_hisglnala_e_f,0.5330689974969008,0.5330689974969008,0.5064426832333646,0.218048021488438,0.905212429790632,0.17139468473440592,0.905212429790632
EX_hisglu_e_b,0.7656216422080331,0.3747030894298671,0.6989084222869928,0.3747030894298654,0.6989084222869888,0.3519956280141369,1.0
EX_hisglu_e_f,0.7656216422080331,0.3747030894298671,0.6989084222869928,0.3747030894298654,0.6989084222869888,0.3519956280141369,1.0
EX_hisglugln_e_b,0.7656216422080331,0.3747030894298671,0.6989084222869928,0.3747030894298654,0.6989084222869888,0.3519956280141369,1.0
EX_hisglugln_e_f,0.7656216422080331,0.3747030894298671,0.6989084222869928,0.3747030894298654,0.6989084222869888,0.3519956280141369,1.0
EX_hisglylys_e_b,1.0,0.218048021488438,0.9052124297906344,0.218048021488438,0.7435558850453077,0.1713946847344062,0.9052124297906332
EX_hisglylys_e_f,1.0,0.218048021488438,0.9052124297906344,0.218048021488438,0.7435558850453077,0.1713946847344062,0.9052124297906332
EX_hishislys_e_b,0.7656216422080331,0.3747030894298671,0.6989084222869928,0.3747030894298654,0.6989084222869888,0.3519956280141369,1.0
EX_hishislys_e_f,0.7656216422080331,0.3747030894298671,0.6989084222869928,0.3747030894298654,0.6989084222869888,0.3519956280141369,1.0
EX_hislysala_e_b,0.7656216422080331,0.3747030894298671,0.6989084222869928,0.3747030894298654,0.6989084222869888,0.3519956280141369,1.0
EX_hislysala_e_f,0.7656216422080331,0.3747030894298671,0.6989084222869928,0.3747030894298654,0.6989084222869888,0.3519956280141369,1.0
EX_hislysglu_e_b,0.7656216422080331,0.3747030894298671,0.6989084222869928,0.3747030894298654,0.6989084222869888,0.3519956280141369,1.0
EX_hislysglu_e_f,0.7656216422080331,0.3747030894298671,0.6989084222869928,0.3747030894298654,0.6989084222869888,0.3519956280141369,1.0
EX_hislysile_e_b,0.7656216422080331,0.3747030894298671,0.6989084222869928,0.3747030894298654,0.6989084222869888,0.3519956280141369,1.0
EX_hislysile_e_f,0.7656216422080331,0.3747030894298671,0.6989084222869928,0.3747030894298654,0.6989084222869888,0.3519956280141369,1.0
EX_hislysthr_e_b,0.7656216422080331,0.3747030894298671,0.6989084222869928,0.3747030894298654,0.6989084222869888,0.3519956280141369,1.0
EX_hislysthr_e_f,0.7656216422080331,0.3747030894298671,0.6989084222869928,0.3747030894298654,0.6989084222869888,0.3519956280141369,1.0
EX_hislysval_e_b,0.5330689974969008,0.5330689974969008,0.5064426832333632,0.218048021488438,0.5064426832333596,0.2910417284730169,0.9052124297906332
EX_hislysval_e_f,0.5330689974969008,0.5330689974969008,0.5064426832333632,0.218048021488438,0.5064426832333596,0.2910417284730169,0.9052124297906332
EX_hismet_e_b,0.7656216422080331,0.3747030894298671,0.6989084222869928,0.3747030894298654,0.6989084222869888,0.3519956280141369,1.0
EX_hismet_e_f,0.7656216422080331,0.3747030894298671,0.6989084222869928,0.3747030894298654,0.6989084222869888,0.3519956280141369,1.0
EX_hismetgln_e_b,0.5330689974969008,0.2180480214884384,0.9052124297906332,0.5330689974969008,0.5064426832333596,0.17139468473440592,0.905212429790632
EX_hismetgln_e_f,0.5330689974969008,0.2180480214884384,0.9052124297906332,0.5330689974969008,0.5064426832333596,0.17139468473440592,0.905212429790632
EX_hisphearg_e_b,1.0,0.2180480214884384,0.5064426832333632,0.218048021488438,0.7435558850453057,0.29104172847301646,0.9052124297906332
EX_hisphearg_e_f,1.0,0.2180480214884384,0.5064426832333632,0.218048021488438,0.7435558850453057,0.29104172847301646,0.9052124297906332
EX_hisprolys_e_b,0.7656216422080331,0.3747030894298671,0.6989084222869928,0.3747030894298654,0.6989084222869888,0.3519956280141369,1.0
EX_hisprolys_e_f,0.7656216422080331,0.3747030894298671,0.6989084222869928,0.3747030894298654,0.6989084222869888,0.3519956280141369,1.0
EX_hista_e_b,0.7267605003936308,0.020782457653986463,0.4297422961890174,0.7267605003936308,0.8830676703721676,0.88306767037217,0.4297422961890186
EX_hista_e_f,0.7267605003936308,0.020782457653986463,0.4297422961890174,0.7267605003936308,0.8830676703721676,0.88306767037217,0.4297422961890186
EX_histrphis_e_b,0.7656216422080331,0.3747030894298671,0.6989084222869928,0.3747030894298654,0.6989084222869888,0.3519956280141369,1.0
EX_histrphis_e_f,0.7656216422080331,0.3747030894298671,0.6989084222869928,0.3747030894298654,0.6989084222869888,0.3519956280141369,1.0
EX_hpdca_e_b,0.6867108682606142,0.6867108682606142,0.5226691292146851,0.2325569806033025,0.5226691292146837,0.08999075415449814,1.0
EX_hpdca_e_f,0.6867108682606142,0.6867108682606142,0.5226691292146851,0.2325569806033025,0.5226691292146837,0.08999075415449814,1.0
EX_hxa_e_b,1.0,0.4863098499127342,0.42974229618901494,0.170141553273702,0.01672051210262619,0.88306767037217,0.88306767037217
EX_hxa_e_f,1.0,0.4863098499127342,0.42974229618901494,0.170141553273702,0.01672051210262619,0.88306767037217,0.88306767037217
EX_hxan_e_b,0.32728688127978633,0.3272868812797856,0.3826967066770931,0.3272868812797856,0.3826967066770892,0.3826967066770909,0.38269670667709144
EX_hxan_e_f,0.32728688127978633,0.3272868812797856,0.3826967066770931,0.3272868812797856,0.3826967066770892,0.3826967066770909,0.38269670667709144
EX_hxcoa_e_b,1.0,0.4863098499127342,0.42974229618901494,0.170141553273702,0.01672051210262619,0.88306767037217,0.88306767037217
EX_hxcoa_e_f,1.0,0.4863098499127342,0.42974229618901494,0.170141553273702,0.01672051210262619,0.88306767037217,0.88306767037217
EX_hyptaur_e_b,0.3272868812797856,0.3272868812797856,0.3826967066770909,0.3272868812797856,0.3826967066770909,0.3826967066770909,0.3826967066770909
EX_hyptaur_e_f,0.3272868812797856,0.3272868812797856,0.3826967066770909,0.3272868812797856,0.3826967066770909,0.3826967066770909,0.3826967066770909
EX_i_e_b,0.17014155327370228,0.170141553273702,0.6127097573297645,0.17014155327370228,0.6127097573297704,0.6127097573297671,0.6127097573297653
EX_i_e_f,0.17014155327370228,0.170141553273702,0.6127097573297645,0.17014155327370228,0.6127097573297704,0.6127097573297671,0.6127097573297653
EX_ile__L_e_b,1.0,1.0,0.15726733391116698,0.17014155327370103,1.0,1.0,0.15726733391116454
EX_ile__L_e_f,1.0,1.0,0.15726733391116698,0.17014155327370103,1.0,1.0,0.15726733391116454
EX_ileargile_e_b,0.7656216422080331,0.3747030894298671,0.6989084222869928,0.3747030894298654,0.6989084222869888,0.3519956280141369,1.0
EX_ileargile_e_f,0.7656216422080331,0.3747030894298671,0.6989084222869928,0.3747030894298654,0.6989084222869888,0.3519956280141369,1.0
EX_ileasnhis_e_b,0.7656216422080331,0.3747030894298671,0.6989084222869928,0.3747030894298654,0.6989084222869888,0.3519956280141369,1.0
EX_ileasnhis_e_f,0.7656216422080331,0.3747030894298671,0.6989084222869928,0.3747030894298654,0.6989084222869888,0.3519956280141369,1.0
EX_ileasp_e_b,0.7656216422080331,0.3747030894298671,0.6989084222869928,0.3747030894298654,0.6989084222869888,0.3519956280141369,1.0
EX_ileasp_e_f,0.7656216422080331,0.3747030894298671,0.6989084222869928,0.3747030894298654,0.6989084222869888,0.3519956280141369,1.0
EX_ileglnglu_e_b,0.7656216422080331,0.3747030894298671,0.6989084222869928,0.3747030894298654,0.6989084222869888,0.3519956280141369,1.0
EX_ileglnglu_e_f,0.7656216422080331,0.3747030894298671,0.6989084222869928,0.3747030894298654,0.6989084222869888,0.3519956280141369,1.0
EX_ileglyarg_e_b,0.7656216422080331,0.3747030894298671,0.6989084222869928,0.3747030894298654,0.6989084222869888,0.3519956280141369,1.0
EX_ileglyarg_e_f,0.7656216422080331,0.3747030894298671,0.6989084222869928,0.3747030894298654,0.6989084222869888,0.3519956280141369,1.0
EX_ileprolys_e_b,0.7656216422080331,0.3747030894298671,0.6989084222869928,0.3747030894298654,0.6989084222869888,0.3519956280141369,1.0
EX_ileprolys_e_f,0.7656216422080331,0.3747030894298671,0.6989084222869928,0.3747030894298654,0.6989084222869888,0.3519956280141369,1.0
EX_ileserarg_e_b,0.7656216422080331,0.3747030894298671,0.6989084222869928,0.3747030894298654,0.6989084222869888,0.3519956280141369,1.0
EX_ileserarg_e_f,0.7656216422080331,0.3747030894298671,0.6989084222869928,0.3747030894298654,0.6989084222869888,0.3519956280141369,1.0
