rxn,q(gender),q(genotype),q(diet),"q(gender,genotype)","q(gender,diet)","q(genotype,diet)","q(gender,genotype,diet)"
2MCITt_f,0.8737236932231282,0.8133490964360103,0.8593985044417837,0.8198738886342521,0.9368871076720182,0.9150881331877794,1.0
2OXOADPt_b,0.8737236932231282,1.0,0.9511627291816727,0.7351539237184478,0.9504081922720999,0.8104979806794569,1.0
2OXOADPt_f,0.8737236932231282,1.0,0.9511627291816727,0.7351539237184478,0.9504081922720999,0.8104979806794569,1.0
31DMTitr_b,0.8737236932231282,0.6169962528215929,0.8593985044417837,0.6207327933383019,0.8702069355586485,0.573115539909205,1.0
31DMTitr_f,0.8737236932231282,0.6169962528215929,0.8593985044417837,0.6207327933383019,0.8702069355586485,0.573115539909205,1.0
31DMTtep_b,0.8737236932231282,0.6169962528215929,0.8593985044417837,0.6207327933383019,0.8702069355586485,0.573115539909205,1.0
31DMTtep_f,0.8737236932231282,0.6169962528215929,0.8593985044417837,0.6207327933383019,0.8702069355586485,0.573115539909205,1.0
34HPLte_b,0.8737236932231282,0.8241086871085709,0.8593985044417837,0.8358173351221353,0.8702069355586485,0.9280304389974542,1.0
34HPLte_f,0.8737236932231282,0.8241086871085709,0.8593985044417837,0.8358173351221353,0.8702069355586485,0.9280304389974542,1.0
34HPLtm_b,0.8737236932231282,0.7353740296836329,1.0,0.7351539237184478,0.8702069355586485,0.573115539909205,1.0
34HPLtm_f,0.8737236932231282,0.7353740296836329,1.0,0.7351539237184478,0.8702069355586485,0.573115539909205,1.0
34HPPte_b,0.8737236932231282,0.8360070148451254,0.8593985044417837,0.6207327933383019,0.8702069355586485,0.7434510296978583,1.0
34HPPte_f,0.8737236932231282,0.8360070148451254,0.8593985044417837,0.6207327933383019,0.8702069355586485,0.7434510296978583,1.0
35DIODTYRte_b,0.8737236932231282,0.6169962528215929,0.8593985044417837,0.6207327933383019,0.8702069355586485,0.7434510296978583,1.0
35DIODTYRte_f,0.8737236932231282,0.6169962528215929,0.8593985044417837,0.6207327933383019,0.8702069355586485,0.7434510296978583,1.0
3AIBt,0.8737236932231282,0.6169962528215929,0.8593985044417837,0.6207327933383019,0.8702069355586485,0.573115539909205,1.0
3HIBUP_Rthv_b,1.0,1.0,0.8593985044417837,1.0,0.8702069355586485,0.573115539909205,1.0
3HIBUP_Rthv_f,1.0,1.0,0.8593985044417837,1.0,0.8702069355586485,0.573115539909205,1.0
3HIBUP_Sthv_b,0.8737236932231282,0.6169962528215929,0.8593985044417837,0.6207327933383019,0.8702069355586485,0.573115539909205,1.0
3HIBUP_Sthv_f,0.8737236932231282,0.6169962528215929,0.8593985044417837,0.6207327933383019,0.8702069355586485,0.573115539909205,1.0
3ISPVShc,1.0,1.0,0.8593985044417837,0.6207327933383019,0.8702069355586485,0.573115539909205,1.0
3ISPVStep_b,1.0,1.0,0.8593985044417837,0.6207327933383019,0.8702069355586485,0.573115539909205,1.0
3ISPVStep_f,1.0,1.0,0.8593985044417837,0.6207327933383019,0.8702069355586485,0.573115539909205,1.0
3ITYR_Lte_b,0.8737236932231282,0.6169962528215929,0.8593985044417837,0.6207327933383019,0.8702069355586485,0.7434510296978583,1.0
3ITYR_Lte_f,0.8737236932231282,0.6169962528215929,0.8593985044417837,0.6207327933383019,0.8702069355586485,0.7434510296978583,1.0
3MHISc_b,1.0,0.6169962528215929,0.8593985044417837,0.6207327933383019,0.8702069355586485,0.573115539909205,1.0
3MHISc_f,1.0,0.6169962528215929,0.8593985044417837,0.6207327933383019,0.8702069355586485,0.573115539909205,1.0
3MHISt2_b,0.8737236932231282,0.6169962528215929,0.8593985044417837,1.0,0.8702069355586485,0.573115539909205,1.0
3MHISt2_f,0.8737236932231282,0.6169962528215929,0.8593985044417837,1.0,0.8702069355586485,0.573115539909205,1.0
3MHISt3_b,0.8737236932231282,0.6169962528215929,0.8593985044417837,0.6207327933383019,0.8702069355586485,0.7434510296978583,1.0
3MHISt3_f,0.8737236932231282,0.6169962528215929,0.8593985044417837,0.6207327933383019,0.8702069355586485,0.7434510296978583,1.0
3MOBte_b,1.0,1.0,0.8593985044417837,0.6207327933383019,1.0,1.0,1.0
3MOBte_f,1.0,1.0,0.8593985044417837,0.6207327933383019,1.0,1.0,1.0
3MOPt_b,0.8737236932231282,0.7895672647166478,0.8936486255964863,0.7840296801598975,0.8702069355586485,0.573115539909205,1.0
3MOPt_f,0.8737236932231282,0.7895672647166478,0.8936486255964863,0.7840296801598975,0.8702069355586485,0.573115539909205,1.0
3MOXTYRt_b,0.8737236932231282,0.7175766596930203,0.8593985044417837,0.7180991035661133,0.9492022360848498,0.9280304389974542,1.0
3MOXTYRt_f,0.8737236932231282,0.7175766596930203,0.8593985044417837,0.7180991035661133,0.9492022360848498,0.9280304389974542,1.0
3MTPte,0.8737236932231282,0.6169962528215929,0.8593985044417837,0.7840296801598975,0.8702069355586485,1.0,1.0
3OHGLUTACOAT3t_b,0.8737236932231282,0.6169962528215929,0.8593985044417837,0.6207327933383019,0.9217373714198402,0.573115539909205,1.0
3OHGLUTACOAT3t_f,0.8737236932231282,0.6169962528215929,0.8593985044417837,0.6207327933383019,0.9217373714198402,0.573115539909205,1.0
3OHGLUTACte,0.8737236932231282,0.6169962528215929,0.8593985044417837,0.6207327933383019,0.9217373714198402,0.573115539909205,1.0
3PGtr_b,0.8737236932231282,0.7353740296836329,0.8593985044417837,1.0,0.8702069355586485,0.6697612347342272,1.0
3PGtr_f,0.8737236932231282,0.7353740296836329,0.8593985044417837,1.0,0.8702069355586485,0.6697612347342272,1.0
4ABUTtcn,0.8737236932231282,0.7353740296836329,0.8593985044417837,0.7351539237184478,0.8702069355586485,0.8104979806794569,1.0
4HPRO_LTte_b,1.0,0.6169962528215929,0.8593985044417837,0.7180991035661133,0.8702069355586485,0.573115539909205,1.0
4HPRO_LTte_f,1.0,0.6169962528215929,0.8593985044417837,0.7180991035661133,0.8702069355586485,0.573115539909205,1.0
4MOPte_b,0.8737236932231282,0.6169962528215929,0.8593985044417837,0.6207327933383019,0.8702069355586485,0.573115539909205,1.0
4MOPte_f,0.8737236932231282,0.6169962528215929,0.8593985044417837,0.6207327933383019,0.8702069355586485,0.573115539909205,1.0
4MTOLBUTAMIDEte_b,0.8737236932231282,0.8133490964360103,0.9460960342347605,0.6207327933383019,0.8702069355586485,0.573115539909205,1.0
4MTOLBUTAMIDEte_f,0.8737236932231282,0.8133490964360103,0.9460960342347605,0.6207327933383019,0.8702069355586485,0.573115539909205,1.0
4OHBUTm,0.8737236932231282,0.7313286802171989,0.8593985044417837,0.7351539237184478,0.8702069355586485,0.573115539909205,1.0
4OHBUTtce,0.8737236932231282,0.7313286802171989,0.8593985044417837,0.7351539237184478,0.8702069355586485,0.573115539909205,1.0
4OHBUTtmc,0.8737236932231282,0.7313286802171989,0.8593985044417837,0.7351539237184478,0.8702069355586485,0.573115539909205,1.0
56DTHMt_b,0.8737236932231282,1.0,0.8593985044417837,0.6207327933383019,0.8941228355331231,0.6721905116517009,1.0
56DTHMt_f,0.8737236932231282,1.0,0.8593985044417837,0.6207327933383019,0.8941228355331231,0.6721905116517009,1.0
56DTHMtd_b,0.8737236932231282,0.6169962528215929,0.8593985044417837,0.844333329663233,0.8702069355586485,0.573115539909205,1.0
56DTHMtd_f,0.8737236932231282,0.6169962528215929,0.8593985044417837,0.844333329663233,0.8702069355586485,0.573115539909205,1.0
56DURAtd_b,0.8737236932231282,0.6169962528215929,0.8593985044417837,0.6207327933383019,0.8702069355586485,0.573115539909205,1.0
56DURAtd_f,0.8737236932231282,0.6169962528215929,0.8593985044417837,0.6207327933383019,0.8702069355586485,0.573115539909205,1.0
5ADTSTSTERONESte_b,0.8737236932231282,0.6169962528215929,0.8593985044417837,0.6207327933383019,0.8702069355586485,0.573115539909205,1.0
5ADTSTSTERONESte_f,0.8737236932231282,0.6169962528215929,0.8593985044417837,0.6207327933383019,0.8702069355586485,0.573115539909205,1.0
5ADTSTSTERONEte_b,0.8737236932231282,0.6169962528215929,0.8593985044417837,0.6207327933383019,0.8702069355586485,0.573115539909205,1.0
5ADTSTSTERONEte_f,0.8737236932231282,0.6169962528215929,0.8593985044417837,0.6207327933383019,0.8702069355586485,0.573115539909205,1.0
5AOPt_b,0.8737236932231282,0.6169962528215929,0.8593985044417837,0.851423878252724,0.8887253392012053,0.8363792545883639,1.0
5AOPt_f,0.8737236932231282,0.6169962528215929,0.8593985044417837,0.851423878252724,0.8887253392012053,0.8363792545883639,1.0
5AOPt2,0.8737236932231282,0.6169962528215929,0.8593985044417837,0.851423878252724,0.8887253392012053,0.8363792545883639,1.0
5CYSDOPAt_b,0.8737236932231282,1.0,0.8593985044417837,1.0,0.8702069355586485,0.5544151341980293,1.0
5CYSDOPAt_f,0.8737236932231282,1.0,0.8593985044417837,1.0,0.8702069355586485,0.5544151341980293,1.0
5MTHFt2_1_b,0.8737236932231282,0.6169962528215929,0.8936486255964863,1.0,0.8941228355331231,0.573115539909205,1.0
5MTHFt2_1_f,0.8737236932231282,0.6169962528215929,0.8936486255964863,1.0,0.8941228355331231,0.573115539909205,1.0
5MTHFt2_b,0.8737236932231282,0.8360070148451254,0.8593985044417837,0.844333329663233,0.8702069355586485,0.573115539909205,1.0
5MTHFt2_f,0.8737236932231282,0.8360070148451254,0.8593985044417837,0.844333329663233,0.8702069355586485,0.573115539909205,1.0
5OXPROt_b,0.8737236932231282,1.0,0.8593985044417837,0.7351539237184478,1.0,0.573115539909205,1.0
5OXPROt_f,0.8737236932231282,1.0,0.8593985044417837,0.7351539237184478,1.0,0.573115539909205,1.0
6HOXMELATNte,0.8737236932231282,0.6169962528215929,0.8593985044417837,0.6207327933383019,0.8702069355586485,0.573115539909205,1.0
7AHGLZhr,0.8737236932231282,0.6169962528215929,0.8593985044417837,0.6207327933383019,0.8702069355586485,0.573115539909205,1.0
7AHGLZitr_b,0.8737236932231282,0.6169962528215929,0.8593985044417837,0.6207327933383019,0.8702069355586485,0.573115539909205,1.0
7AHGLZitr_f,0.8737236932231282,0.6169962528215929,0.8593985044417837,0.6207327933383019,0.8702069355586485,0.573115539909205,1.0
7AHGLZtev_b,0.8737236932231282,0.6169962528215929,0.8593985044417837,0.6207327933383019,0.8702069355586485,0.573115539909205,1.0
7AHGLZtev_f,0.8737236932231282,0.6169962528215929,0.8593985044417837,0.6207327933383019,0.8702069355586485,0.573115539909205,1.0
7KLITCHOLc,0.8737236932231282,0.6169962528215929,0.8593985044417837,0.6207327933383019,0.8702069355586485,0.573115539909205,1.0
AACTOOR,0.8737236932231282,0.6169962528215929,0.8593985044417837,0.6207327933383019,0.8702069355586485,0.573115539909205,1.0
AACTte_b,0.8737236932231282,0.6169962528215929,0.9511627291816727,1.0,0.8702069355586485,0.9444880645770654,1.0
AACTte_f,0.8737236932231282,0.6169962528215929,0.9511627291816727,1.0,0.8702069355586485,0.9444880645770654,1.0
AACTtm,0.8737236932231282,0.6169962528215929,0.9511627291816727,0.8989574443414058,0.8829999489683072,0.9655122643001771,1.0
ABT_Dt_b,0.8737236932231282,1.0,0.8593985044417837,1.0,0.8702069355586485,0.573115539909205,1.0
ABT_Dt_f,0.8737236932231282,1.0,0.8593985044417837,1.0,0.8702069355586485,0.573115539909205,1.0
ABTD_b,0.8737236932231282,0.6169962528215929,0.8593985044417837,0.6764729881639617,0.8702069355586485,0.573115539909205,1.0
ABTD_f,0.8737236932231282,0.6169962528215929,0.8593985044417837,0.6764729881639617,0.8702069355586485,0.573115539909205,1.0
ABTD1_b,0.8737236932231282,1.0,0.8593985044417837,1.0,0.8702069355586485,0.7378907881038835,1.0
ABTD1_f,0.8737236932231282,1.0,0.8593985044417837,1.0,0.8702069355586485,0.7378907881038835,1.0
ABTpp2_b,0.8737236932231282,1.0,0.8593985044417837,1.0,0.8702069355586485,0.573115539909205,1.0
ABTpp2_f,0.8737236932231282,1.0,0.8593985044417837,1.0,0.8702069355586485,0.573115539909205,1.0
ABTt_r,0.8737236932231282,0.6169962528215929,0.8593985044417837,0.6764729881639617,0.8702069355586485,0.573115539909205,1.0
ACALDt_b,0.8737236932231282,0.6169962528215929,0.8685039865653866,0.6207327933383019,0.8702069355586485,0.573115539909205,1.0
ACALDt_f,0.8737236932231282,0.6169962528215929,0.8685039865653866,0.6207327933383019,0.8702069355586485,0.573115539909205,1.0
ACCOAtn_b,0.8737236932231282,1.0,0.8593985044417837,1.0,0.8702069355586485,0.573115539909205,1.0
ACCOAtn_f,0.8737236932231282,1.0,0.8593985044417837,1.0,0.8702069355586485,0.573115539909205,1.0
ACGAM2E_b,0.8737236932231282,1.0,0.8593985044417837,1.0,0.8702069355586485,1.0,1.0
ACGAM2E_f,0.8737236932231282,1.0,0.8593985044417837,1.0,0.8702069355586485,1.0,1.0
ACHEe,0.8737236932231282,0.6169962528215929,0.8593985044417837,0.6207327933383019,0.8702069355586485,0.573115539909205,1.0
ACHtn_b,0.8737236932231282,1.0,0.8593985044417837,1.0,0.8702069355586485,0.573115539909205,1.0
ACHtn_f,0.8737236932231282,1.0,0.8593985044417837,1.0,0.8702069355586485,0.573115539909205,1.0
ACLYSHYc_b,1.0,0.6169962528215929,0.8593985044417837,1.0,0.8702069355586485,0.7434510296978583,1.0
ACLYSHYc_f,1.0,0.6169962528215929,0.8593985044417837,1.0,0.8702069355586485,0.7434510296978583,1.0
ACLYSt_b,1.0,0.6169962528215929,0.8593985044417837,1.0,0.8702069355586485,0.7434510296978583,1.0
ACLYSt_f,1.0,0.6169962528215929,0.8593985044417837,1.0,0.8702069355586485,0.7434510296978583,1.0
ACNAMt2,0.8737236932231282,0.6169962528215929,0.8593985044417837,0.6207327933383019,0.8702069355586485,0.573115539909205,1.0
ACNAMtr,0.8737236932231282,0.7353740296836329,0.8593985044417837,0.7351539237184478,0.8702069355586485,0.8104979806794569,1.0
ACNML_b,0.8737236932231282,1.0,0.8593985044417837,1.0,0.8702069355586485,1.0,1.0
ACNML_f,0.8737236932231282,1.0,0.8593985044417837,1.0,0.8702069355586485,1.0,1.0
ACSRTNMT,0.8737236932231282,0.6169962528215929,0.9460960342347605,0.8459678135921027,0.8702069355586485,0.7434510296978583,1.0
ACt2r_b,0.8737236932231282,0.6169962528215929,0.8593985044417837,0.6207327933383019,0.8702069355586485,0.7434510296978583,1.0
ACt2r_f,0.8737236932231282,0.6169962528215929,0.8593985044417837,0.6207327933383019,0.8702069355586485,0.7434510296978583,1.0
ADA,0.8737236932231282,0.6169962528215929,0.8593985044417837,0.6207327933383019,0.8702069355586485,0.573115539909205,1.0
ADAe,0.8737236932231282,0.6169962528215929,0.8593985044417837,0.7351539237184478,0.8702069355586485,0.573115539909205,1.0
ADD,0.8737236932231282,0.6169962528215929,0.8593985044417837,0.6207327933383019,0.8702069355586485,0.573115539909205,1.0
ADEt_b,0.8737236932231282,0.6169962528215929,0.8593985044417837,0.6207327933383019,0.8702069355586485,0.573115539909205,1.0
ADEt_f,0.8737236932231282,0.6169962528215929,0.8593985044417837,0.6207327933383019,0.8702069355586485,0.573115539909205,1.0
ADNt2_b,1.0,1.0,0.8593985044417837,0.6207327933383019,0.8702069355586485,0.573115539909205,1.0
ADNt2_f,1.0,1.0,0.8593985044417837,0.6207327933383019,0.8702069355586485,0.573115539909205,1.0
ADNt4,0.8737236932231282,0.6169962528215929,0.8593985044417837,0.8358173351221353,0.8702069355586485,0.7434510296978583,1.0
ADNt5,1.0,0.6169962528215929,0.8593985044417837,1.0,1.0,0.2846967443083635,1.0
ADPOHc_b,0.8737236932231282,1.0,0.9511627291816727,0.7351539237184478,0.9504081922720999,0.573115539909205,1.0
ADPOHc_f,0.8737236932231282,1.0,0.9511627291816727,0.7351539237184478,0.9504081922720999,0.573115539909205,1.0
ADPOHt_b,0.8737236932231282,1.0,0.9511627291816727,0.7351539237184478,0.9504081922720999,0.573115539909205,1.0
ADPOHt_f,0.8737236932231282,1.0,0.9511627291816727,0.7351539237184478,0.9504081922720999,0.573115539909205,1.0
AHCYStr_b,0.8737236932231282,1.0,0.8593985044417837,1.0,0.8702069355586485,0.8104979806794569,1.0
AHCYStr_f,0.8737236932231282,1.0,0.8593985044417837,1.0,0.8702069355586485,0.8104979806794569,1.0
AKR1C1,1.0,0.6169962528215929,0.8685039865653866,0.6207327933383019,0.8702069355586485,0.573115539909205,1.0
ALA_DTDe,0.8737236932231282,0.7313286802171989,0.8593985044417837,1.0,0.8702069355586485,0.573115539909205,1.0
ALAALAPEPT1tc,0.8737236932231282,0.6169962528215929,0.8593985044417837,0.6207327933383019,0.8702069355586485,0.573115539909205,1.0
ALAARGCYSr_b,1.0,0.7353740296836329,0.8593985044417837,0.7351539237184478,0.8941228355331231,0.573115539909205,1.0
ALAARGCYSr_f,1.0,0.7353740296836329,0.8593985044417837,0.7351539237184478,0.8941228355331231,0.573115539909205,1.0
ALAARGCYSt_b,1.0,0.7353740296836329,0.8593985044417837,0.7351539237184478,0.8941228355331231,0.573115539909205,1.0
ALAARGCYSt_f,1.0,0.7353740296836329,0.8593985044417837,0.7351539237184478,0.8941228355331231,0.573115539909205,1.0
ALAARGGLYr_b,0.8737236932231282,0.6169962528215929,0.8593985044417837,0.6207327933383019,0.8702069355586485,0.573115539909205,1.0
ALAARGGLYr_f,0.8737236932231282,0.6169962528215929,0.8593985044417837,0.6207327933383019,0.8702069355586485,0.573115539909205,1.0
ALAARGGLYt_b,0.8737236932231282,0.6169962528215929,0.8593985044417837,0.6207327933383019,0.8702069355586485,0.573115539909205,1.0
ALAARGGLYt_f,0.8737236932231282,0.6169962528215929,0.8593985044417837,0.6207327933383019,0.8702069355586485,0.573115539909205,1.0
ALAASNLEUr_b,0.8737236932231282,0.6169962528215929,0.8593985044417837,0.7351539237184478,0.9504081922720999,0.7181006218652523,1.0
ALAASNLEUr_f,0.8737236932231282,0.6169962528215929,0.8593985044417837,0.7351539237184478,0.9504081922720999,0.7181006218652523,1.0
ALAASNLEUt_b,0.8737236932231282,0.6169962528215929,0.8593985044417837,0.7351539237184478,0.9504081922720999,0.7181006218652523,1.0
ALAASNLEUt_f,0.8737236932231282,0.6169962528215929,0.8593985044417837,0.7351539237184478,0.9504081922720999,0.7181006218652523,1.0
ALAATB0tc,1.0,1.0,0.8593985044417837,0.6207327933383019,0.8702069355586485,1.0,1.0
ALAB0AT3tc,1.0,0.7175766596930203,0.8593985044417837,0.6207327933383019,0.8702069355586485,0.573115539909205,1.0
ALADGLNexR_b,0.8737236932231282,0.6169962528215929,0.8593985044417837,1.0,0.8702069355586485,0.7434510296978583,1.0
ALADGLNexR_f,0.8737236932231282,0.6169962528215929,0.8593985044417837,1.0,0.8702069355586485,0.7434510296978583,1.0
ALADGLYexR_b,0.8737236932231282,0.7353740296836329,0.8593985044417837,0.7351539237184478,0.8702069355586485,0.8104979806794569,1.0
ALADGLYexR_f,0.8737236932231282,0.7353740296836329,0.8593985044417837,0.7351539237184478,0.8702069355586485,0.8104979806794569,1.0
ALAGLNexR_b,0.8737236932231282,0.6169962528215929,1.0,0.7351539237184478,0.8702069355586485,1.0,1.0
ALAGLNexR_f,0.8737236932231282,0.6169962528215929,1.0,0.7351539237184478,0.8702069355586485,1.0,1.0
ALAGLYexR_b,0.8737236932231282,0.6169962528215929,0.8593985044417837,0.7351539237184478,0.8702069355586485,0.573115539909205,1.0
ALAGLYexR_f,0.8737236932231282,0.6169962528215929,0.8593985044417837,0.7351539237184478,0.8702069355586485,0.573115539909205,1.0
ALAGLYLYSr_b,0.8737236932231282,0.6169962528215929,0.8593985044417837,0.6207327933383019,0.8702069355586485,0.573115539909205,1.0
ALAGLYLYSr_f,0.8737236932231282,0.6169962528215929,0.8593985044417837,0.6207327933383019,0.8702069355586485,0.573115539909205,1.0
ALAGLYLYSt_b,0.8737236932231282,0.6169962528215929,0.8593985044417837,0.6207327933383019,0.8702069355586485,0.573115539909205,1.0
ALAGLYLYSt_f,0.8737236932231282,0.6169962528215929,0.8593985044417837,0.6207327933383019,0.8702069355586485,0.573115539909205,1.0
ALAHISALAr_b,0.8737236932231282,0.6169962528215929,0.8593985044417837,0.6207327933383019,0.8702069355586485,0.573115539909205,1.0
ALAHISALAr_f,0.8737236932231282,0.6169962528215929,0.8593985044417837,0.6207327933383019,0.8702069355586485,0.573115539909205,1.0
ALAHISALAt_b,0.8737236932231282,0.6169962528215929,0.8593985044417837,0.6207327933383019,0.8702069355586485,0.573115539909205,1.0
ALAHISALAt_f,0.8737236932231282,0.6169962528215929,0.8593985044417837,0.6207327933383019,0.8702069355586485,0.573115539909205,1.0
ALALYSTHRr_b,0.8737236932231282,0.6169962528215929,0.8593985044417837,0.6207327933383019,0.8702069355586485,0.573115539909205,1.0
ALALYSTHRr_f,0.8737236932231282,0.6169962528215929,0.8593985044417837,0.6207327933383019,0.8702069355586485,0.573115539909205,1.0
ALALYSTHRt_b,0.8737236932231282,0.6169962528215929,0.8593985044417837,0.6207327933383019,0.8702069355586485,0.573115539909205,1.0
ALALYSTHRt_f,0.8737236932231282,0.6169962528215929,0.8593985044417837,0.6207327933383019,0.8702069355586485,0.573115539909205,1.0
ALAR_b,0.8737236932231282,0.6169962528215929,0.8593985044417837,0.6207327933383019,0.8702069355586485,0.573115539909205,1.0
ALAR_f,0.8737236932231282,0.6169962528215929,0.8593985044417837,0.6207327933383019,0.8702069355586485,0.573115539909205,1.0
ALAyLATthc,0.8737236932231282,0.6169962528215929,0.8593985044417837,0.6207327933383019,0.8702069355586485,0.573115539909205,1.0
ALLOP2tu,0.8737236932231282,0.6169962528215929,0.8593985044417837,0.6207327933383019,0.8702069355586485,0.573115539909205,1.0
ALLOPtepvb_b,0.8737236932231282,0.6169962528215929,0.8593985044417837,0.6207327933383019,0.8702069355586485,0.573115539909205,1.0
ALLOPtepvb_f,0.8737236932231282,0.6169962528215929,0.8593985044417837,0.6207327933383019,0.8702069355586485,0.573115539909205,1.0
ALOX52,0.8737236932231282,0.6169962528215929,0.8593985044417837,0.6207327933383019,0.8702069355586485,0.8104979806794569,1.0
AM1ALCShr,0.8737236932231282,0.7353740296836329,0.8593985044417837,0.7351539237184478,0.8702069355586485,0.8104979806794569,1.0
AM1ALCStep_b,0.8737236932231282,0.7353740296836329,0.8593985044417837,0.7351539237184478,0.8702069355586485,0.8104979806794569,1.0
AM1ALCStep_f,0.8737236932231282,0.7353740296836329,0.8593985044417837,0.7351539237184478,0.8702069355586485,0.8104979806794569,1.0
AM1CSAtep_b,0.8737236932231282,0.7353740296836329,0.8593985044417837,0.7351539237184478,0.8702069355586485,0.8104979806794569,1.0
AM1CSAtep_f,0.8737236932231282,0.7353740296836329,0.8593985044417837,0.7351539237184478,0.8702069355586485,0.8104979806794569,1.0
AM4N9CShc,0.8737236932231282,0.6169962528215929,0.8593985044417837,0.6207327933383019,0.8702069355586485,0.573115539909205,1.0
AM4N9CStev_b,0.8737236932231282,0.6169962528215929,0.8593985044417837,0.6207327933383019,0.8702069355586485,0.573115539909205,1.0
AM4N9CStev_f,0.8737236932231282,0.6169962528215929,0.8593985044417837,0.6207327933383019,0.8702069355586485,0.573115539909205,1.0
